datetime,total_vol
7/17/2009,0
7/18/2009,0
7/19/2009,0
7/20/2009,0
7/21/2009,6000
7/22/2009,0
7/23/2009,0
7/24/2009,0
7/25/2009,0
7/26/2009,0
7/27/2009,0
7/28/2009,0
7/29/2009,0
7/30/2009,105
7/31/2009,0
8/1/2009,0
8/2/2009,0
8/3/2009,0
8/4/2009,0
8/5/2009,0
8/6/2009,0
8/7/2009,0
8/8/2009,5500
8/9/2009,0
8/10/2009,0
8/11/2009,0
8/12/2009,0
8/13/2009,0
8/14/2009,0
8/15/2009,0
8/16/2009,0
8/17/2009,0
8/18/2009,0
8/19/2009,0
8/20/2009,0
8/21/2009,0
8/22/2009,0
8/23/2009,0
8/24/2009,0
8/25/2009,0
8/26/2009,0
8/27/2009,2300
8/28/2009,0
8/29/2009,0
8/30/2009,50
8/31/2009,300
9/1/2009,0
9/2/2009,0
9/3/2009,700
9/4/2009,0
9/5/2009,0
9/6/2009,0
9/7/2009,650
9/8/2009,0
9/9/2009,0
9/10/2009,0
9/11/2009,0
9/12/2009,0
9/13/2009,0
9/14/2009,0
9/15/2009,0
9/16/2009,1
9/17/2009,5000
9/18/2009,0
9/19/2009,0
9/20/2009,0
9/21/2009,0
9/22/2009,400
9/23/2009,2000
9/24/2009,0
9/25/2009,1300
9/26/2009,0
9/27/2009,800
9/28/2009,0
9/29/2009,2150
9/30/2009,0
10/1/2009,0
10/2/2009,500
10/3/2009,0
10/4/2009,0
10/5/2009,0
10/6/2009,200
10/7/2009,0
10/8/2009,0
10/9/2009,0
10/10/2009,0
10/11/2009,0
10/12/2009,5050
10/13/2009,0
10/14/2009,0
10/15/2009,0
10/16/2009,9700
10/17/2009,0
10/18/2009,350
10/19/2009,0
10/20/2009,0
10/21/2009,5000
10/22/2009,12850
10/23/2009,0
10/24/2009,0
10/25/2009,12250
10/26/2009,0
10/27/2009,13000
10/28/2009,0
10/29/2009,500
10/30/2009,1550
10/31/2009,0
11/1/2009,0
11/2/2009,0
11/3/2009,0
11/4/2009,0
11/5/2009,15500
11/6/2009,0
11/7/2009,0
11/8/2009,0
11/9/2009,0
11/10/2009,0
11/11/2009,18000
11/12/2009,0
11/13/2009,520
11/14/2009,0
11/15/2009,0
11/16/2009,0
11/17/2009,0
11/18/2009,0
11/19/2009,0
11/20/2009,44350
11/21/2009,0
11/22/2009,0
11/23/2009,0
11/24/2009,0
11/25/2009,0
11/26/2009,0
11/27/2009,0
11/28/2009,0
11/29/2009,0
11/30/2009,0
12/1/2009,0
12/2/2009,10000
12/3/2009,0
12/4/2009,0
12/5/2009,0
12/6/2009,996
12/7/2009,0
12/8/2009,1500
12/9/2009,2104
12/10/2009,21
12/11/2009,0
12/12/2009,5200
12/13/2009,0
12/14/2009,32497
12/15/2009,5450
12/16/2009,851
12/17/2009,201
12/18/2009,1
12/19/2009,50
12/20/2009,0
12/21/2009,50
12/22/2009,0
12/23/2009,0
12/24/2009,0
12/25/2009,1
12/26/2009,0
12/27/2009,250
12/28/2009,0
12/29/2009,0
