datetime,average
10/28/2013,196.25
10/29/2013,202.09
10/30/2013,203.39
10/31/2013,201.61
11/1/2013,203.24
11/2/2013,204.15
11/3/2013,206.85
11/4/2013,225.1
11/5/2013,246.63
11/6/2013,258.23
11/7/2013,292.32
11/8/2013,325.56
11/9/2013,359.76
11/10/2013,296.91
11/11/2013,339.38
11/12/2013,353.95
11/13/2013,391.64
11/14/2013,416.5
11/15/2013,428.24
11/16/2013,433.53
11/17/2013,463
11/18/2013,583.16
11/19/2013,559.99
11/20/2013,595
11/21/2013,694.95
11/22/2013,761
11/23/2013,837.99
11/24/2013,833.16
11/25/2013,814
11/26/2013,844.9
11/27/2013,961
11/28/2013,1009
11/29/2013,1083.9
11/30/2013,1119.96
12/1/2013,970
12/2/2013,992.27
12/3/2013,1060
12/4/2013,1151
12/5/2013,1028.34
12/6/2013,894
12/7/2013,727.29
12/8/2013,722.99
12/9/2013,871
12/10/2013,936.98
12/11/2013,886.2
12/12/2013,845.75
12/13/2013,874
12/14/2013,864.7
12/15/2013,848.17
12/16/2013,709
12/17/2013,702.05
12/18/2013,576.16
12/19/2013,653
12/20/2013,660
12/21/2013,612.5
12/22/2013,637
12/23/2013,639.9
12/24/2013,647.27
12/25/2013,658.07
12/26/2013,734.42
12/27/2013,715.51
12/28/2013,701.61
12/29/2013,714.79
12/30/2013,739.1
12/31/2013,731
1/1/2014,746.9
1/2/2014,758.01
1/3/2014,806.21
1/4/2014,822.38
1/5/2014,896
1/6/2014,934.21
1/7/2014,867.38
1/8/2014,825.29
1/9/2014,809.17
1/10/2014,827.46
1/11/2014,891.85
1/12/2014,851
1/13/2014,807.83
1/14/2014,820.75
1/15/2014,847.7
1/16/2014,830.9
1/17/2014,793
1/18/2014,801.53
1/19/2014,833
1/20/2014,831.72
1/21/2014,822.56
1/22/2014,813.05
1/23/2014,813.02
1/24/2014,789.1
1/25/2014,806
1/26/2014,826.77
1/27/2014,777
1/28/2014,800.2
1/29/2014,803.6
1/30/2014,799.37
1/31/2014,802.5
2/1/2014,815.99
2/2/2014,819.57
2/3/2014,813.8
2/4/2014,809.05
2/5/2014,800
2/6/2014,778
2/7/2014,742.78
2/8/2014,707
2/9/2014,710
2/10/2014,665
2/11/2014,670
2/12/2014,667.01
2/13/2014,633.99
2/14/2014,672.1
2/15/2014,651.42
2/16/2014,623.5
2/17/2014,642
2/18/2014,626.77
2/19/2014,623.93
2/20/2014,582.7
2/21/2014,566.16
2/22/2014,603.98
2/23/2014,626.77
2/24/2014,545
2/25/2014,528
2/26/2014,585.38
2/27/2014,585.17
2/28/2014,577.97
3/1/2014,571.5
3/2/2014,559.88
3/3/2014,666.5
3/4/2014,677.61
3/5/2014,664.85
3/6/2014,657.02
3/7/2014,621.3
3/8/2014,609
3/9/2014,637.99
3/10/2014,621.99
3/11/2014,622.9
3/12/2014,642.1
3/13/2014,642.61
3/14/2014,636.47
3/15/2014,636.29
3/16/2014,634.94
3/17/2014,624.7
3/18/2014,627
3/19/2014,608.41
3/20/2014,590
3/21/2014,579.99
3/22/2014,557
3/23/2014,567.13
3/24/2014,572
3/25/2014,580.02
3/26/2014,585.7
3/27/2014,520.2
3/28/2014,503
3/29/2014,499.94
3/30/2014,449.02
3/31/2014,457
4/1/2014,479.51
4/2/2014,445
4/3/2014,446.31
4/4/2014,446.01
4/5/2014,451.84
4/6/2014,459.67
4/7/2014,447.74
4/8/2014,454.07
4/9/2014,443.1
4/10/2014,401
4/11/2014,427.99
4/12/2014,424.98
4/13/2014,405
4/14/2014,453.14
4/15/2014,489.91
4/16/2014,511.5
4/17/2014,495
4/18/2014,479.98
4/20/2014,500.19
4/21/2014,496.5
4/22/2014,493.33
4/23/2014,487.3
4/24/2014,491.6
4/25/2014,459.15
4/26/2014,463.88
4/27/2014,440.1
4/28/2014,447
4/29/2014,448.17
